Final Test F1 Score,epoch,step,test_loss,train_loss,val_loss
,0,0,,2.3064472675323486,
,0,1,,2.305813789367676,
,0,2,,2.294509172439575,
,0,3,,2.304680824279785,
,0,4,,2.304476499557495,
,0,5,,2.3121299743652344,
,0,6,,2.31111216545105,
,0,7,,2.3084444999694824,
,0,8,,2.3033807277679443,
,0,9,,2.3008718490600586,
,0,10,,2.3053746223449707,
,0,11,,2.296837568283081,
,0,12,,2.291259527206421,
,0,13,,2.2970802783966064,
,0,14,,2.2916343212127686,
,0,15,,2.294710159301758,
,0,16,,2.2909817695617676,
,0,17,,2.2760725021362305,
,0,18,,2.2728166580200195,
,0,19,,2.2639310359954834,
,0,20,,2.2289607524871826,
,0,21,,2.2674360275268555,
,0,22,,2.271181344985962,
,0,23,,2.2328262329101562,
,0,24,,2.2108774185180664,
,0,25,,2.1380906105041504,
,0,26,,2.1453027725219727,
,0,27,,2.152646064758301,
,0,28,,2.2295620441436768,
,0,29,,2.1934590339660645,
,0,30,,2.140449047088623,
,0,31,,2.0770511627197266,
,0,32,,2.134530544281006,
,0,33,,2.051997661590576,
,0,34,,2.1186869144439697,
,0,35,,2.1194186210632324,
,0,36,,1.9758232831954956,
,0,37,,2.116788864135742,
,0,38,,2.0257954597473145,
,0,39,,2.055410861968994,
,0,40,,2.0339243412017822,
,0,41,,1.907686471939087,
,0,42,,1.8308699131011963,
,0,43,,1.88163423538208,
,0,44,,1.9049057960510254,
,0,45,,1.7866442203521729,
,0,46,,1.8536717891693115,
,0,47,,1.9828916788101196,
,0,48,,1.9032950401306152,
,0,49,,1.8699055910110474,
,0,50,,1.7296783924102783,
,0,51,,1.6869230270385742,
,0,52,,1.9293551445007324,
,0,53,,1.6792069673538208,
,0,54,,1.7753545045852661,
,0,55,,1.7164775133132935,
,0,56,,1.4780793190002441,
,0,57,,1.6848732233047485,
,0,58,,1.731163740158081,
,0,59,,1.667362928390503,
,0,60,,1.6809169054031372,
,0,61,,1.6326195001602173,
,0,62,,1.5196236371994019,
,0,63,,1.610335111618042,
,0,64,,1.3959933519363403,
,0,65,,1.6205300092697144,
,0,66,,1.454352617263794,
,0,67,,1.331342101097107,
,0,68,,1.4620437622070312,
,0,69,,1.4264168739318848,
,0,70,,1.3728455305099487,
,0,71,,1.295334815979004,
,0,72,,1.4557009935379028,
,0,73,,1.1866710186004639,
,0,74,,1.5283302068710327,
,0,75,,1.2718333005905151,
,0,76,,1.4701786041259766,
,0,77,,1.1797362565994263,
,0,78,,1.5043460130691528,
,0,79,,1.207473874092102,
,0,80,,1.2117079496383667,
,0,81,,1.3677648305892944,
,0,82,,1.4287360906600952,
,0,83,,1.2168853282928467,
,0,84,,1.1265642642974854,
,0,85,,1.3403745889663696,
,0,86,,1.0205532312393188,
,0,87,,1.0607441663742065,
,0,88,,1.1594083309173584,
,0,89,,1.1284263134002686,
,0,90,,1.271254062652588,
,0,91,,0.9259728193283081,
,0,92,,1.3518495559692383,
,0,93,,1.1482045650482178,
,0,94,,0.9212467074394226,
,0,95,,1.061287522315979,
,0,96,,0.9713692665100098,
,0,97,,1.0045835971832275,
,0,98,,1.03615403175354,
,0,99,,1.0323580503463745,
,0,100,,1.0047551393508911,
,0,101,,0.9259759783744812,
,0,102,,1.0306782722473145,
,0,103,,1.1244208812713623,
,0,104,,0.934002161026001,
,0,105,,0.9896922707557678,
,0,106,,1.188249945640564,
,0,107,,1.3175394535064697,
,0,108,,1.0930010080337524,
,0,109,,1.2526228427886963,
,0,110,,1.0080714225769043,
,0,111,,0.9529178738594055,
,0,112,,0.8831830620765686,
,0,113,,0.9195884466171265,
,0,114,,1.010627269744873,
,0,115,,0.8048717975616455,
,0,116,,0.8359209895133972,
,0,117,,0.9414344429969788,
,0,118,,0.9873878359794617,
,0,119,,0.658816397190094,
,0,120,,0.7373888492584229,
,0,121,,0.8391878604888916,
,0,122,,0.7665277123451233,
,0,123,,0.6752721071243286,
,0,124,,0.9019127488136292,
,0,125,,0.845572829246521,
,0,126,,1.1083030700683594,
,0,127,,0.8162484765052795,
,0,128,,0.6849715113639832,
,0,129,,0.6040178537368774,
,0,130,,0.8362048864364624,
,0,131,,0.824698805809021,
,0,132,,0.8562091588973999,
,0,133,,1.0472146272659302,
,0,134,,0.9905847311019897,
,0,135,,1.0096306800842285,
,0,136,,1.1256046295166016,
,0,137,,0.6392930746078491,
,0,138,,0.8804081082344055,
,0,139,,0.7831486463546753,
,0,140,,1.0668352842330933,
,0,141,,0.6484399437904358,
,0,142,,0.9328051805496216,
,0,143,,1.0161359310150146,
,0,144,,1.0653173923492432,
,0,145,,0.7913175821304321,
,0,146,,1.1223214864730835,
,0,147,,0.69468092918396,
,0,148,,0.8252647519111633,
,0,149,,0.7408605217933655,
,0,150,,0.7821433544158936,
,0,151,,0.7049999833106995,
,0,152,,0.7029664516448975,
,0,153,,0.5666577816009521,
,0,154,,0.963767409324646,
,0,155,,0.7867375016212463,
,0,156,,0.60973060131073,
,0,157,,0.9518436789512634,
,0,158,,0.832699179649353,
,0,159,,0.7595999240875244,
,0,160,,0.64593106508255,
,0,161,,0.5665588974952698,
,0,162,,0.6591205596923828,
,0,163,,0.8396946787834167,
,0,164,,1.0057448148727417,
,0,165,,0.6775169968605042,
,0,166,,0.755140483379364,
,0,167,,0.7029888033866882,
,0,168,,0.7986105680465698,
,0,169,,0.678070068359375,
,0,170,,0.6933133006095886,
,0,171,,0.7986408472061157,
,0,172,,0.8215965628623962,
,0,173,,0.5879700183868408,
,0,174,,0.57164067029953,
,0,175,,0.6297540068626404,
,0,176,,0.7205014228820801,
,0,177,,0.6559209227561951,
,0,178,,0.8081943392753601,
,0,179,,0.644608199596405,
,0,180,,0.7429727911949158,
,0,181,,0.6326209306716919,
,0,182,,0.6015933156013489,
,0,183,,0.6095673441886902,
,0,184,,0.581907331943512,
,0,185,,0.6591604351997375,
,0,186,,0.5589810609817505,
,0,187,,0.6453691720962524,
,0,188,,0.693126380443573,
,0,189,,0.662726104259491,
,0,190,,0.6540143489837646,
,0,191,,0.782531201839447,
,0,192,,0.5872828960418701,
,0,193,,0.5541372895240784,
,0,194,,0.6965914368629456,
,0,195,,0.47136059403419495,
,0,196,,0.8582237362861633,
,0,197,,0.4897199273109436,
,0,198,,0.567997932434082,
,0,199,,0.6486436724662781,
,0,200,,0.7444612979888916,
,0,201,,0.4454389214515686,
,0,202,,0.6398928165435791,
,0,203,,0.486491322517395,
,0,204,,0.8478743433952332,
,0,205,,0.5642575025558472,
,0,206,,0.43346768617630005,
,0,207,,0.3197954595088959,
,0,208,,0.43428367376327515,
,0,209,,0.6119402050971985,
,0,210,,0.5331817865371704,
,0,211,,0.5832507610321045,
,0,212,,0.8002272248268127,
,0,213,,0.5703597068786621,
,0,214,,0.4607202112674713,
,0,215,,0.5462217330932617,
,0,216,,0.6083986759185791,
,0,217,,0.6241843700408936,
,0,218,,0.4509533941745758,
,0,219,,0.4475599527359009,
,0,220,,0.5671517252922058,
,0,221,,0.4685019552707672,
,0,222,,0.36781346797943115,
,0,223,,0.5988527536392212,
,0,224,,0.3851782977581024,
,0,225,,0.4898754954338074,
,0,226,,0.686966598033905,
,0,227,,0.5983847379684448,
,0,228,,0.6239619255065918,
,0,229,,0.3847121596336365,
,0,230,,0.5730537176132202,
,0,231,,0.4330938160419464,
,0,232,,0.3164669871330261,
,0,233,,0.4011092483997345,
,0,234,,0.4153216481208801,
,0,235,,0.7425037026405334,
,0,236,,0.48133718967437744,
,0,237,,0.45004498958587646,
,0,238,,0.48077815771102905,
,0,239,,0.42159661650657654,
,0,240,,0.6007577776908875,
,0,241,,0.4657016098499298,
,0,242,,0.44306010007858276,
,0,243,,0.6024594306945801,
,0,244,,0.5695776343345642,
,0,245,,0.6496245861053467,
,0,246,,0.49266937375068665,
,0,247,,0.44052478671073914,
,0,248,,0.4431338310241699,
,0,249,,0.5353552103042603,
,0,250,,0.4322684705257416,
,0,251,,0.4946025013923645,
,0,252,,0.47821587324142456,
,0,253,,0.4397737383842468,
,0,254,,0.4852653741836548,
,0,255,,0.8267737627029419,
,0,256,,0.5262587666511536,
,0,257,,0.21861371397972107,
,0,258,,0.45350971817970276,
,0,259,,0.7180809378623962,
,0,260,,0.6556116342544556,
,0,261,,0.47631731629371643,
,0,262,,0.5190893411636353,
,0,263,,0.5754826664924622,
,0,264,,0.6905539035797119,
,0,265,,0.5243722796440125,
,0,266,,0.41213175654411316,
,0,267,,0.5941668152809143,
,0,268,,0.4500062167644501,
,0,269,,0.6539438366889954,
,0,270,,0.6080529689788818,
,0,271,,0.4958244264125824,
,0,272,,0.4779898524284363,
,0,273,,0.3428678810596466,
,0,274,,0.38675183057785034,
,0,275,,0.5420213937759399,
,0,276,,0.3593374192714691,
,0,277,,0.44327226281166077,
